,trial,choice,reward,cumulative_reward,model_id
3059,60,0,1,52,54988
3060,61,1,1,53,54988
3061,62,1,1,54,54988
3062,63,1,1,55,54988
3063,64,1,1,56,54988
3064,65,1,1,57,54988
3065,66,1,1,58,54988
3066,67,1,1,59,54988
3067,68,1,1,60,54988
3068,69,1,1,61,54988
3069,70,1,1,62,54988
3070,71,1,1,63,54988
3071,72,1,1,64,54988
3072,73,1,1,65,54988
3073,74,1,1,66,54988
3074,75,0,0,66,54988
3075,76,1,1,67,54988
3076,77,1,1,68,54988
3077,78,1,1,69,54988
3078,79,1,1,70,54988
3079,80,1,1,71,54988
3080,81,1,1,72,54988
3081,82,1,1,73,54988
3082,83,1,1,74,54988
3083,84,1,1,75,54988
3084,85,1,1,76,54988
3085,86,1,1,77,54988
3086,87,1,1,78,54988
3087,88,1,1,79,54988
3088,89,1,0,79,54988
3089,90,1,1,80,54988
3090,91,1,1,81,54988
3091,92,1,1,82,54988
3092,93,1,1,83,54988
3093,94,1,1,84,54988
3094,95,1,1,85,54988
3095,96,1,1,86,54988
3096,97,1,1,87,54988
3097,98,1,1,88,54988
3098,99,1,1,89,54988
3099,100,0,1,90,54988
3100,1,0,1,1,28894
3101,2,0,1,2,28894
3102,3,1,0,2,28894
3103,4,1,1,3,28894
3104,5,1,1,4,28894
3105,6,0,1,5,28894
3106,7,1,1,6,28894
3107,8,1,0,6,28894
3108,9,0,1,7,28894
3109,10,0,0,7,28894
3110,11,0,1,8,28894
3111,12,0,1,9,28894
3112,13,0,1,10,28894
3113,14,1,0,10,28894
3114,15,1,1,11,28894
3115,16,1,0,11,28894
3116,17,0,1,12,28894
3117,18,0,1,13,28894
3118,19,0,1,14,28894
3119,20,0,1,15,28894
3120,21,0,1,16,28894
3121,22,0,1,17,28894
3122,23,0,1,18,28894
3123,24,0,1,19,28894
3124,25,0,1,20,28894
3125,26,0,1,21,28894
3126,27,0,1,22,28894
3127,28,0,1,23,28894
3128,29,0,1,24,28894
3129,30,0,1,25,28894
3130,31,0,1,26,28894
3131,32,0,1,27,28894
3132,33,0,1,28,28894
3133,34,0,1,29,28894
3134,35,0,1,30,28894
3135,36,0,1,31,28894
3136,37,0,1,32,28894
3137,38,0,1,33,28894
3138,39,0,1,34,28894
3139,40,0,1,35,28894
3140,41,0,1,36,28894
3141,42,0,1,37,28894
3142,43,0,1,38,28894
3143,44,0,1,39,28894
3144,45,1,1,40,28894
3145,46,0,1,41,28894
3146,47,0,1,42,28894
3147,48,0,1,43,28894
3148,49,0,1,44,28894
3149,50,0,1,45,28894
3150,51,0,1,46,28894
3151,52,0,1,47,28894
3152,53,0,0,47,28894
3153,54,1,1,48,28894
3154,55,0,0,48,28894
3155,56,0,0,48,28894
3156,57,0,0,48,28894
3157,58,0,0,48,28894
3158,59,1,1,49,28894
3159,60,1,1,50,28894
3160,61,1,1,51,28894
3161,62,1,1,52,28894
3162,63,1,1,53,28894
3163,64,1,1,54,28894
3164,65,1,1,55,28894
3165,66,1,1,56,28894
3166,67,1,1,57,28894
3167,68,0,0,57,28894
3168,69,1,1,58,28894
3169,70,1,1,59,28894
3170,71,1,1,60,28894
3171,72,1,1,61,28894
3172,73,1,1,62,28894
3173,74,1,1,63,28894
3174,75,1,1,64,28894
3175,76,1,1,65,28894
3176,77,1,1,66,28894
3177,78,1,1,67,28894
3178,79,1,1,68,28894
3179,80,1,1,69,28894
3180,81,0,0,69,28894
3181,82,1,1,70,28894
3182,83,1,1,71,28894
3183,84,1,1,72,28894
3184,85,1,1,73,28894
3185,86,1,1,74,28894
3186,87,1,1,75,28894
3187,88,1,1,76,28894
3188,89,1,0,76,28894
3189,90,1,1,77,28894
3190,91,1,1,78,28894
3191,92,1,1,79,28894
3192,93,1,1,80,28894
3193,94,1,1,81,28894
3194,95,1,1,82,28894
3195,96,1,1,83,28894
3196,97,1,1,84,28894
3197,98,1,1,85,28894
3198,99,1,1,86,28894
3199,100,1,1,87,28894
